Prey / Predator,D,N,P1,P2,M1,M2
D,1.0869247802,1.1217287942,1.1339710965,1.1055195972,1.1416170598,1.0919226755
N,1.0455658549,1.1463187947,1.0901700841,1.1142828549,1.1042288409,1.0999826232
P1,1.0071372479,1.1751780884,1.1232437233,0.9220753275,1.1380260737,0.8801067429
P2,1.0908185955,1.1391352050,1.1444826021,1.1162660312,1.1473305010,1.1008792135
M1,0.9951593071,1.1537097416,1.1051424984,0.8801746720,1.1203438837,0.8301633271
M2,1.1041710244,1.1610026519,1.1526525599,1.1340492806,1.1543014948,1.1191281912
