prey,predator,prey_payoff,predator_payoff
D,D,1.0869247802,0.8561848568
N,N,1.1463187947,0.8143321913
P1,P1,1.1232437233,0.8393904053
N,P1,1.0901700841,0.8347169288
N,M2,1.0999826232,0.8305883018
N,M1,1.1042288409,0.8309526733
N,P2,1.1142828549,0.8267579590
D,M2,1.0919226755,0.8617517136
D,P2,1.1055195972,0.8561236775
D,P1,1.1339710965,0.8409080194
P1,N,1.1751780884,0.8248269107
P1,D,1.0071372479,0.8777352694
D,M1,1.1416170598,0.8377606285
N,D,1.0455658549,0.8485530225
D,N,1.1217287942,0.8570897878
P1,P2,0.9220753275,0.9196887249
P1,M1,1.1380260737,0.8347374506
P2,P2,1.1162660312,0.8313307401
P1,M2,0.8801067429,0.9348551745
P2,D,1.0908185955,0.8384705884
M1,M1,1.1203438837,0.8350636981
P2,N,1.1391352050,0.8266962722
M1,D,0.9951593071,0.8777375930
P2,M2,1.1008792135,0.8361165095
M1,N,1.1537097416,0.8263517568
P2,M1,1.1473305010,0.8190849012
M1,P1,1.1051424984,0.8397690820
M1,P2,0.8801746720,0.9309590478
M2,D,1.1041710244,0.8384703826
M2,N,1.1610026519,0.8249388578
P2,P1,1.1444826021,0.8194593730
M1,M2,0.8301633271,0.9490463042
M2,M2,1.1191281912,0.8356781174
M2,P2,1.1340492806,0.8309649925
M2,P1,1.1526525599,0.8227925559
M2,M1,1.1543014948,0.8228963470
