prey,predator,prey_payoff,predator_payoff
N,N,0.7880954840,1.0761651542
D,D,0.7699321764,1.0968289551
P1,P1,0.7659331833,1.0958253646
D,M2,0.7458140108,1.1131641884
N,M2,0.7425166713,1.0951161799
D,P1,0.7320789097,1.1169631271
D,M1,0.7491314712,1.1081167526
D,P2,0.7649681618,1.1031713608
N,P2,0.7728913216,1.0830470989
P1,N,0.7563808740,1.1048548844
P1,D,0.7090266009,1.1235363987
N,M1,0.7564610456,1.0916431352
N,P1,0.7287230857,1.1022751747
N,D,0.6365986071,1.1468717406
D,N,0.6149100280,1.1805793936
P1,P2,0.7373636060,1.1114259094
P1,M2,0.6769977332,1.1413427467
P1,M1,0.7689093236,1.0956189497
P2,P2,0.7847433128,1.0811759898
P2,D,0.7319149899,1.1043089637
M1,M1,0.7756113755,1.0884730850
P2,M2,0.7373705444,1.1042487285
P2,N,0.7076742604,1.1226804921
M1,P1,0.7295895536,1.1106986561
M1,D,0.7050403163,1.1234821286
M1,N,0.7118481804,1.1228373458
P2,M1,0.7608494810,1.0919318233
M1,P2,0.6893354300,1.1330696938
M2,D,0.7360746791,1.1043886538
P2,P1,0.6805341778,1.1311595375
M2,N,0.7522974900,1.1045348894
M1,M2,0.5503793538,1.2000025156
M2,M2,0.7750358404,1.0885532145
M2,P1,0.7514226098,1.0992295603
M2,P2,0.7778656700,1.0884886757
M2,M1,0.6986006836,1.1304392449
