Prey / Predator,D,N,P1,P2,M1,M2
D,0.7699321764,0.6149100280,0.7320789097,0.7649681618,0.7491314712,0.7458140108
N,0.6365986071,0.7880954840,0.7287230857,0.7728913216,0.7564610456,0.7425166713
P1,0.7090266009,0.7563808740,0.7659331833,0.7373636060,0.7689093236,0.6769977332
P2,0.7319149899,0.7076742604,0.6805341778,0.7847433128,0.7608494810,0.7373705444
M1,0.7050403163,0.7118481804,0.7295895536,0.6893354300,0.7756113755,0.5503793538
M2,0.7360746791,0.7522974900,0.7514226098,0.7778656700,0.6986006836,0.7750358404
