prey,predator,prey_payoff,predator_payoff
N,N,1.1310048758,0.8223471791
D,D,1.1197703014,0.8459748469
P1,P1,1.1248172613,0.8398709592
D,M2,1.1305594733,0.8473895925
N,M2,1.0746806903,0.8397741858
D,M1,1.1603991609,0.8323443055
N,M1,1.0936839991,0.8340547219
P1,D,1.0978918915,0.8467801875
N,P2,1.1040932188,0.8299600115
N,P1,1.0653845716,0.8434550075
P1,N,1.1632412666,0.8298495039
D,P2,1.1426334931,0.8425639443
D,P1,1.1513255051,0.8360151484
N,D,1.0534444256,0.8447728482
D,N,1.1647613874,0.8366135124
P1,P2,1.1080780212,0.8487493368
P1,M1,1.1428083216,0.8335684529
P1,M2,1.0757201901,0.8605658589
P2,P2,1.1183828406,0.8315660519
P2,D,1.0819567897,0.8408863158
M1,M1,1.1217501045,0.8356460656
P2,N,1.1358595010,0.8276027505
P2,M2,1.1005142440,0.8377125275
M1,D,1.0849255423,0.8467082187
M1,N,1.1499531768,0.8274563952
M1,P1,1.1044141167,0.8415422931
P2,M1,1.1163799031,0.8306686843
M1,P2,1.0747284043,0.8559478537
M2,D,1.0951612942,0.8409075145
M2,N,1.1491414327,0.8300013562
P2,P1,1.1089054948,0.8329237833
M1,M2,1.0421119968,0.8675527995
M2,M2,1.1214265248,0.8358104576
M2,P2,1.1399659662,0.8292454743
M2,P1,1.1210674863,0.8343813062
M2,M1,1.1255208691,0.8331270951
