Prey / Predator,D,N,P1,P2,M1,M2
D,0.8366946622,0.7916151445,0.8285161261,0.8391014073,0.8253136995,0.8442245997
N,0.8217351856,0.7950791455,0.8372617321,0.8232665683,0.8276957409,0.8328614383
P1,0.8305822787,0.7939045326,0.8340361992,0.8593492505,0.8280651199,0.8725641229
P2,0.8247777540,0.7909419558,0.8214023038,0.8256849778,0.8199864119,0.8310386846
M1,0.8304856868,0.7909214974,0.8348853446,0.8668101710,0.8296168771,0.8784839080
M2,0.8248539778,0.7939133944,0.8232957633,0.8240173921,0.8218836446,0.8301129418
