prey,predator,prey_payoff,predator_payoff
D,D,0.8809289909,1.0401674374
D,P2,0.9093273063,1.0296500528
D,P1,0.8578664797,1.0546406312
D,N,0.8871846237,1.0427562562
D,M1,0.8753710846,1.0449610403
N,N,0.9060835572,1.0157600267
D,M2,0.8972793484,1.0360492821
N,D,0.6593297397,1.1462883279
N,P1,0.8298741356,1.0556603975
N,P2,0.8851305711,1.0267819013
N,M1,0.8715138004,1.0341940367
N,M2,0.8445379088,1.0475627252
P1,P1,0.8905561603,1.0326143165
P1,D,0.8783247678,1.0374849970
P1,N,0.9241672635,1.0186504651
P1,P2,0.9157214924,1.0220697743
P1,M2,0.8968348318,1.0315463296
P1,M1,0.8884547019,1.0349879156
P2,D,0.8203870050,1.0639577156
P2,N,0.9052546446,1.0211501770
P2,P2,0.8987488591,1.0225918200
P2,M1,0.8765385987,1.0344124150
P2,P1,0.8315893570,1.0584514833
P2,M2,0.8822837874,1.0301745791
M1,D,0.8727344182,1.0377011685
M1,N,0.9114754465,1.0208071552
M1,P1,0.8809067157,1.0337115999
M1,P2,0.9028889581,1.0254602563
M1,M1,0.8952513063,1.0272997161
M2,D,0.8249187165,1.0641446769
M1,M2,0.8599968248,1.0478653687
M2,N,0.9182979516,1.0187869979
M2,P1,0.8749308900,1.0378970858
M2,M2,0.8937177866,1.0280943471
M2,P2,0.8933408038,1.0295084729
M2,M1,0.7076706029,1.1308644245
