prey,predator,prey_payoff,predator_payoff
D,D,0.8744964375,1.0417836438
D,P1,0.8573995699,1.0528538166
D,P2,0.8884174627,1.0390821941
D,N,0.7182106451,1.1336867333
D,M1,0.8726434238,1.0445511848
D,M2,0.8779217258,1.0444842403
N,N,0.8930959513,1.0245980994
N,D,0.8561534014,1.0389137277
N,P1,0.8546409178,1.0427781577
N,P2,0.8733343646,1.0346015652
N,M1,0.8551847732,1.0444942601
N,M2,0.8658843461,1.0366572479
P1,P1,0.9264542498,1.0148779472
P1,D,0.9041080154,1.0233573092
P1,N,0.9618272652,0.9997737227
P1,P2,0.9270647744,1.0158640649
P1,M2,0.9095963651,1.0242442289
P1,M1,0.9403361695,1.0085855691
P2,D,0.8740127829,1.0356189575
P2,N,0.9127147399,1.0172960512
P2,P2,0.9362326208,1.0034094141
P2,P1,0.8381302599,1.0542859620
P2,M1,0.9198809046,1.0130846435
P2,M2,0.9019051566,1.0195149578
M1,D,0.8987179509,1.0233902568
M1,N,0.9184422636,1.0172753071
M1,P1,0.8997052878,1.0237354241
M1,P2,0.9152496579,1.0181526461
M1,M1,0.9322262724,1.0086547057
M2,D,0.8792466656,1.0355867636
M1,M2,0.8407192553,1.0566461418
M2,N,0.9559007695,0.9998119010
M2,P1,0.9111214746,1.0210028791
M2,P2,0.9448734877,1.0030560111
M2,M2,0.9303361108,1.0096872994
M2,M1,0.9058598937,1.0246402765
