prey,predator,prey_payoff,predator_payoff
N,N,1.1524285136,0.8134551528
D,D,1.1240626561,0.8453670339
P1,P1,1.1312995276,0.8377793044
N,M2,1.0881161939,0.8351519052
D,M2,1.1318533387,0.8474349660
N,P2,1.1146355972,0.8263656555
D,P2,1.1441743908,0.8423872791
N,P1,1.0789957994,0.8388953171
P1,D,1.0957595317,0.8494918767
N,M1,1.1049440552,0.8302881798
P1,N,1.1830287856,0.8223069354
D,P1,1.1570347014,0.8339536827
D,M1,1.1659980773,0.8302612331
N,D,1.0793081060,0.8342028955
D,N,1.1689162592,0.8370584596
P1,P2,1.0898041052,0.8562665526
P1,M2,1.0574731054,0.8681161764
P1,M1,1.1478025480,0.8321008584
P2,P2,1.1244936265,0.8294839182
M1,M1,1.1282702197,0.8334643455
P2,D,1.0927565952,0.8377059395
P2,N,1.1529766897,0.8213452542
P2,M2,1.1085893962,0.8348639136
M1,D,1.0827505001,0.8494671094
M1,N,1.1671445255,0.8212750699
M1,P1,1.1127365278,0.8386747032
M1,P2,1.0565210443,0.8635528561
P2,M1,1.1333198830,0.8245344623
P2,P1,1.1278117515,0.8260371536
M2,D,1.1061379943,0.8377046462
M2,N,1.1688791547,0.8223586570
M1,M2,1.0242621236,0.8750328970
M2,M2,1.1275029614,0.8338124226
M2,P1,1.1381254362,0.8283510512
M2,P2,1.1444410002,0.8279317837
M2,M1,1.1417422331,0.8275575787
