Prey / Predator,D,N,P1,P2,M1,M2
D,0.7658885617,0.8252185112,0.7809634831,0.8094797169,0.7950459272,0.7953096604
N,0.7480105249,0.8054079136,0.7624597504,0.7903212715,0.7758146374,0.7768877999
P1,0.7612211452,0.8199759360,0.7760641443,0.8044795417,0.7898898329,0.7905701978
P2,0.7525705805,0.8105286836,0.7672455072,0.7952061244,0.7808458524,0.7815236189
M1,0.7567829684,0.8155503573,0.7717346695,0.7999251030,0.7853559865,0.7862209779
M2,0.7570116951,0.8149559810,0.7715774836,0.7997629710,0.7853821026,0.7858753458
