prey,predator,prey_payoff,predator_payoff
D,D,1.1325431587,0.8388522027
N,N,1.1065546239,0.8284006296
P1,P1,1.1174782970,0.8408698134
D,M2,1.0870119392,0.8586758536
N,M2,1.0861018730,0.8326640485
N,M1,1.0862771104,0.8351886844
N,P2,1.0960524704,0.8314766282
D,M1,1.0729088076,0.8628552652
N,P1,1.0772523540,0.8361120500
D,P2,1.1043418946,0.8524774379
D,P1,1.0628118590,0.8663856934
P1,D,1.0736078300,0.8538623973
P1,N,1.1508344451,0.8306277019
D,N,1.0780884225,0.8634516437
N,D,1.0601374888,0.8404363255
P1,P2,1.1416475973,0.8339178368
P1,M2,1.1223679541,0.8396794727
P1,M1,1.1303984103,0.8370995094
P2,P2,1.1121053077,0.8322984584
P2,D,1.0795096644,0.8412123112
M1,M1,1.1160642004,0.8361825493
P2,N,1.1182121484,0.8303414568
M1,P1,1.0753192665,0.8485618628
M1,D,1.0607004638,0.8539005371
P2,M2,1.0703383209,0.8451975555
M1,N,1.1324839094,0.8300041645
P2,M1,1.0829368471,0.8416401594
M1,P2,1.1227069797,0.8343485599
P2,P1,1.0591228255,0.8489569938
M2,D,1.0929750825,0.8411208965
M2,N,1.1370084977,0.8307232144
M1,M2,1.0752711917,0.8484210574
M2,M2,1.1134743613,0.8370204923
M2,P2,1.1270050106,0.8330275448
M2,P1,1.0867301986,0.8454334794
M2,M1,1.0864002726,0.8459514198
