prey,predator,prey_payoff,predator_payoff
D,D,1.0860536935,0.8573176718
N,N,1.1044278516,0.8303875588
P1,P1,1.1175373252,0.8407442017
D,M2,1.0106807358,0.8924143404
N,M2,1.0641715516,0.8419884800
D,M1,1.0687191924,0.8652372405
N,P1,1.0541132915,0.8459124864
D,P1,1.0580114218,0.8691287056
N,M1,1.0763216298,0.8402771407
P1,N,1.1583827151,0.8281437687
D,P2,1.0374008427,0.8818551657
P1,D,1.0297960926,0.8663331564
N,P2,1.0868427261,0.8361600472
N,D,1.0274434001,0.8530603686
D,N,1.0382396121,0.8819978660
P1,P2,1.1342790722,0.8366855984
P1,M2,1.1135569343,0.8427376475
P1,M1,1.1352562031,0.8353813339
P2,P2,1.1119656119,0.8322607343
P2,D,1.0742569611,0.8428882907
M1,M1,1.1160482452,0.8360887071
P2,N,1.1245626909,0.8282114222
P2,M2,1.0727908469,0.8440970962
M1,N,1.1386449438,0.8280056695
M1,D,1.0174906578,0.8663355684
M2,D,1.0874642588,0.8428694720
M1,P1,1.0777289445,0.8475171498
P2,M1,1.0881770088,0.8400864890
M1,P2,1.1133584542,0.8377429981
P2,P1,1.0609649818,0.8485902305
M2,N,1.1444074408,0.8282355142
M1,M2,1.0662263959,0.8519254717
M2,M2,1.1134101331,0.8369485550
M2,P1,1.0920168344,0.8438917560
M2,P2,1.1315570646,0.8314104037
M2,M1,1.1027271492,0.8406929191
