prey,predator,prey_payoff,predator_payoff
D,D,1.1023928623,0.8516327215
N,N,1.1226838909,0.8243232299
P1,P1,1.1257666447,0.8382079120
D,M2,1.1007403409,0.8581108710
D,M1,1.1467399827,0.8356720733
D,P1,1.1376984993,0.8394275792
N,M2,1.0869354162,0.8339124900
D,P2,1.1151652944,0.8522446469
N,P1,1.0780701424,0.8374066897
N,M1,1.0965450978,0.8323416682
P1,N,1.1467215715,0.8344997474
N,P2,1.1060083003,0.8286498394
P1,D,1.0448027585,0.8636999096
D,N,1.0678109558,0.8745617987
N,D,1.0693245303,0.8367649033
P1,P2,1.0345858718,0.8759899936
P1,M2,1.0117215101,0.8835096762
P1,M1,1.1400058181,0.8337540775
P2,P2,1.1187663678,0.8301860955
M1,M1,1.1228223312,0.8339534789
P2,D,1.0842987032,0.8394647920
M1,N,1.1239045497,0.8359306809
P2,N,1.1100377646,0.8361048055
M1,D,1.0323482574,0.8636939372
M1,P1,1.1063528378,0.8390245211
P2,M1,1.1174845467,0.8294563505
P2,M2,1.1018546328,0.8354380412
M1,P2,1.0123030046,0.8788084205
M2,D,1.0976325394,0.8394517878
M2,N,1.1328279100,0.8346519733
P2,P1,1.1088843075,0.8321859142
M1,M2,0.9943338821,0.8838025025
M2,M2,1.1216584656,0.8344717645
M2,P1,1.1220882465,0.8332808593
M2,P2,1.1362371833,0.8298781238
M2,M1,1.1266142839,0.8318113335
