round,species,regime,share_before,percentage_before,initial_mass,final_mass,mass_change,payoff
9,prey,P2,0.010000000000000002,1.0000000000000002,0.010000000000000002,0.01161298391518322,0.0016129839151832175,0.9675332225296983
9,prey,M1,0.010000000000000002,1.0000000000000002,0.010000000000000002,0.01145469723397009,0.0014546972339700877,0.9759991148959379
9,prey,M2,0.16666666666666669,16.666666666666668,0.1666666666666668,0.19364562683138403,0.026978960164717236,0.9639250957407322
9,predator,D,0.010000000000000002,1.0000000000000002,0.009999999999999998,0.008272992236497502,-0.0017270077635024965,0.9383730721701408
9,predator,N,0.4233333333333334,42.33333333333334,0.42333333333333345,0.3310706717717646,-0.09226266156156887,0.9531242123144674
9,predator,P1,0.4799999999999999,47.99999999999999,0.47999999999999987,0.3869100527598656,-0.09308994724013425,0.960839504753161
9,predator,P2,0.010000000000000002,1.0000000000000002,0.009999999999999998,0.008033529934856544,-0.0019664700651434545,0.9523506561023022
9,predator,M1,0.0666666666666667,6.66666666666667,0.06666666666666668,0.053666507202910295,-0.013000159463756385,0.9598157082612567
9,predator,M2,0.010000000000000002,1.0000000000000002,0.009999999999999998,0.008048889459210087,-0.0019511105407899118,0.9542115455877846
10,prey,D,0.8933333333333333,89.33333333333333,0.8933333333333331,1.0413902024647066,0.1480568691313735,0.9591816761457247
10,prey,N,0.010000000000000002,1.0000000000000002,0.010000000000000002,0.01143529666062381,0.0014352966606238082,0.9804034225040567
10,prey,P1,0.010000000000000002,1.0000000000000002,0.010000000000000002,0.011513942365585922,0.00151394236558592,0.9755333493220483
10,prey,P2,0.010000000000000002,1.0000000000000002,0.010000000000000002,0.011617619182736513,0.0016176191827365106,0.9678782409854412
10,prey,M1,0.010000000000000002,1.0000000000000002,0.010000000000000002,0.011413256920069,0.0014132569200689983,0.9785867566496961
10,prey,M2,0.06666666666666668,6.666666666666668,0.06666666666666668,0.07751041566657295,0.01084374899990627,0.9651691491034465
10,predator,D,0.010000000000000002,1.0000000000000002,0.009999999999999998,0.008201067773669229,-0.0017989322263307697,0.9281834746672398
10,predator,N,0.32333333333333336,32.333333333333336,0.32333333333333325,0.2527144905052107,-0.07061884282812253,0.9622043261482384
10,predator,P1,0.58,57.99999999999999,0.58,0.4644431513995176,-0.11555684860048238,0.9605827022369748
10,predator,P2,0.010000000000000002,1.0000000000000002,0.009999999999999998,0.007982888356892448,-0.00201711164310755,0.9528746274111976
