prey,predator,prey_payoff,predator_payoff
D,D,0.8785195011,1.0389037912
D,P1,0.8492372550,1.0582340811
D,P2,0.8332897415,1.0700699649
D,N,0.8210930199,1.0812371099
D,M1,0.8590676470,1.0529075325
D,M2,0.8176557797,1.0785914383
N,N,0.8987827069,1.0217527873
N,D,0.8637261093,1.0327198789
N,P1,0.8342208829,1.0539044645
N,P2,0.8690984998,1.0368204164
N,M1,0.8552152274,1.0443354675
N,M2,0.8479345679,1.0464585139
P1,P1,0.8434988551,1.0589688499
P1,D,0.8349366733,1.0592380204
P1,N,0.9089822715,1.0290958681
P1,P2,0.7121732090,1.1283780004
P1,M1,0.8646815383,1.0486976466
P1,M2,0.6660639362,1.1518051237
P2,D,0.8824751436,1.0293228583
P2,N,0.8787099556,1.0379653804
P2,P2,0.8611725654,1.0438765136
P2,M1,0.8828152088,1.0328256558
P2,P1,0.8683079505,1.0394337738
P2,M2,0.8365628859,1.0557100094
M1,D,0.8300912048,1.0592404304
M1,N,0.8844481934,1.0378199776
M1,P1,0.8283865151,1.0629054597
M1,M1,0.8526689121,1.0512535716
M1,P2,0.6754670915,1.1447275174
M2,D,0.8877883923,1.0293144609
M1,M2,0.5974367087,1.1855899708
M2,N,0.9033256148,1.0291290122
M2,P1,0.8767207534,1.0389901423
M2,P2,0.8733588780,1.0412180352
M2,M2,0.8519771045,1.0516032939
M2,M1,0.8762468504,1.0401635145
