Prey / Predator,D,N,P1,P2,M1,M2
D,1.1106917821,1.1538908871,1.1297422528,1.1391641777,1.1397671995,1.1265698614
N,1.0524849863,1.1092352883,1.0590227886,1.0873128197,1.0755219984,1.0695734827
P1,1.0868281829,1.1452691703,1.1133748678,1.1230236514,1.1249094898,1.0990224706
P2,1.0798995484,1.1184933994,1.0855472246,1.1074910194,1.0897286782,1.0911121339
M1,1.0738928631,1.1323998472,1.0949817538,1.0978814642,1.1106056258,1.0721685743
M2,1.0932659461,1.1314028702,1.0937928782,1.1223683676,1.0881120166,1.1102018110
