Prey / Predator,D,N,P1,P2,M1,M2
D,1.1440257748,1.2740179326,1.1727411539,1.1499526406,1.1801247804,1.1377093423
N,1.1428203539,1.1915341502,1.0943549711,1.1286233302,1.1185680890,1.1042405290
P1,1.1477104109,1.2480690988,1.1442274796,1.0685701086,1.1605202862,1.0342697947
P2,1.1355921844,1.2240535204,1.1486819753,1.1368659180,1.1525853570,1.1219088530
M1,1.1341982619,1.2388935032,1.1263180390,1.0359053237,1.1410942534,1.0052246502
M2,1.1498202563,1.2333198632,1.1587653581,1.1564919241,1.1624257530,1.1399745612
