prey,predator,prey_payoff,predator_payoff
D,D,0.8749937780,1.0426260529
D,P1,0.8490782432,1.0591675997
D,P2,0.8657623786,1.0530380494
D,N,0.6412165176,1.1742847150
D,M1,0.8610520408,1.0526878546
N,N,0.8423961727,1.0509259282
D,M2,0.8513746419,1.0607785438
N,D,0.6897767307,1.1298644466
N,P1,0.7595380394,1.0923245376
N,M1,0.8165809312,1.0639168215
N,P2,0.8363799320,1.0531108372
N,M2,0.7731189286,1.0851554731
P1,D,0.8721874515,1.0400848887
P1,P1,0.8425571251,1.0590354445
P1,N,0.8338216139,1.0673856411
P1,P2,0.8464083751,1.0594526802
P1,M1,0.8674929526,1.0466780096
P1,M2,0.8247588662,1.0696235834
P2,D,0.8492362697,1.0478881618
P2,N,0.7940116146,1.0812972569
P2,P2,0.8577993225,1.0453507365
P2,M1,0.8272443397,1.0609224566
P2,P1,0.7599319365,1.0968083286
P2,M2,0.8315190469,1.0582742945
M1,D,0.8665967259,1.0403218515
M1,N,0.7990706258,1.0812627849
M1,P1,0.8267491123,1.0635225671
M1,P2,0.8306653064,1.0639337262
M1,M1,0.8511299234,1.0516715112
M2,D,0.8543285583,1.0478914528
M1,M2,0.6459327756,1.1642835645
M2,N,0.8286534089,1.0674086677
M2,P1,0.8221990189,1.0663316283
M2,P2,0.8773127322,1.0385044609
M2,M2,0.8489296513,1.0528796795
M2,M1,0.6884989513,1.1401508888
