prey,predator,prey_payoff,predator_payoff
D,D,0.8676166918,1.0448694748
D,P2,0.8770309233,1.0447084345
D,P1,0.8449609116,1.0583324077
D,N,0.7225552050,1.1310301369
D,M1,0.8610766079,1.0496087639
N,N,0.9051041454,1.0162113834
D,M2,0.8678984450,1.0492107714
N,D,0.8339500562,1.0505596915
N,P1,0.8712988169,1.0317952847
N,P2,0.8839040039,1.0267920589
N,M1,0.8717342666,1.0330805177
N,M2,0.8782585121,1.0283337266
P1,D,0.9118893532,1.0192914678
P1,P1,0.9565534316,0.9990263357
P1,N,1.0157027855,0.9708531584
P1,P2,0.9608640391,0.9977550425
P1,M1,0.9561168828,1.0005292871
P1,M2,0.9523304437,1.0013003978
P2,D,0.8717525097,1.0369436848
P2,N,0.9568290548,0.9927625102
P2,P2,0.9651938447,0.9878715371
P2,M1,0.9392592129,1.0030388119
P2,P1,0.8519332730,1.0457059535
P2,M2,0.9189173265,1.0096363684
M1,D,0.9065346401,1.0192866697
M1,N,0.9631879301,0.9924772161
M1,P1,0.9198003111,1.0121833135
M1,P2,0.9549937829,0.9967413283
M1,M1,0.9635867653,0.9918858792
M2,D,0.8769511685,1.0369263886
M1,M2,0.9261164460,1.0093912669
M2,N,1.0087728795,0.9712727394
M2,P1,0.9373683646,1.0070231887
M2,P2,0.9585932121,0.9960918315
M2,M2,0.9578474392,0.9951773237
M2,M1,0.9357093962,1.0092300821
