Prey / Predator,D,N,P1,P2,M1,M2
D,0.7661220331,0.9870491136,0.7977992682,0.7965102114,0.8120479188,0.7818693135
N,0.6577632190,0.9593198136,0.7518605035,0.8069614080,0.7921407055,0.7659986600
P1,0.7293234876,0.9788185249,0.7786603158,0.8009379423,0.8066084739,0.7631809507
P2,0.7472491651,0.9673463606,0.7743234105,0.7978585855,0.7974380926,0.7725110427
M1,0.7253476760,0.9733823451,0.7630990725,0.7731594685,0.7882297859,0.7401460241
M2,0.7513661031,0.9728298487,0.7882682165,0.8164760256,0.8134153999,0.7882548639
