Prey / Predator,D,N,P1,P2,M1,M2
D,1.0982702989,1.0723710057,1.0915742678,1.0793818097,1.0841377765,1.0868650019
N,1.0927848415,1.0672039004,1.0863108192,1.0739810408,1.0814725972,1.0788601839
P1,1.0969362043,1.0710114760,1.0902784200,1.0779804465,1.0841399269,1.0841614491
P2,1.0940816538,1.0685255959,1.0875705535,1.0753432721,1.0814704781,1.0814855078
M1,1.0969373609,1.0685334990,1.0890499006,1.0767882914,1.0829444096,1.0829360948
M2,1.0940805142,1.0710034568,1.0887975893,1.0765339860,1.0826645341,1.0827093999
