prey,predator,prey_payoff,predator_payoff
D,D,1.1116333168,0.8486177240
N,N,1.1087801762,0.8284022495
P1,P1,1.1185790164,0.8406309911
D,M2,1.1170154398,0.8505674651
N,M2,1.0847362182,0.8341548453
D,M1,1.1331416465,0.8405207434
D,P1,1.1225972562,0.8447860515
N,M1,1.0830285543,0.8368795779
P1,D,1.0758315390,0.8537010645
N,P1,1.0752546561,0.8379189934
D,P2,1.1320701073,0.8445767058
P1,N,1.1449294919,0.8336863474
N,P2,1.0941230490,0.8326106955
D,N,1.1505770090,0.8384955729
N,D,1.0609494282,0.8408738660
P1,P2,1.1275326010,0.8391138704
P1,M2,1.1135210928,0.8433254762
P1,M1,1.1277853064,0.8379093974
P2,P2,1.1124033752,0.8324156414
P2,D,1.0822486247,0.8402285780
M1,M1,1.1162396966,0.8362195360
P2,M1,1.0942373939,0.8377030871
M1,P1,1.0979826730,0.8418628530
P2,N,1.1215650478,0.8300204616
M1,D,1.0628889157,0.8537296853
P2,M2,1.0933578436,0.8383721164
M1,N,1.1359944602,0.8296878826
M1,P2,1.1124865208,0.8385635060
M2,D,1.0956796430,0.8401750950
M2,N,1.1306729018,0.8339687194
P2,P1,1.0883635843,0.8393558260
M1,M2,1.0891598517,0.8458850801
M2,M2,1.1147198459,0.8368492287
M2,P1,1.0983340610,0.8415242465
M2,P2,1.1245442404,0.8339387424
M2,M1,1.0897258623,0.8446213128
