Prey / Predator,D,N,P1,P2,M1,M2
D,1.1672012372,1.0517044939,1.0564305808,1.0644813999,1.0680569245,1.0382764606
N,1.0438904758,1.1024800660,1.0639379668,1.0903527760,1.0803976380,1.0731385644
P1,1.0715972640,1.1542855341,1.1195563375,1.1438084491,1.1359699726,1.1234916576
P2,1.0789343642,1.1189603630,1.0507299764,1.1139859646,1.0813365032,1.0678724296
M1,1.0587615072,1.1333415268,1.0729322910,1.1235389981,1.1181984729,1.0680429602
M2,1.0922738576,1.1404155922,1.0848752304,1.1322342918,1.0925563499,1.1152764562
