prey,predator,prey_payoff,predator_payoff
N,N,1.1540026626,0.8125566947
D,D,1.1228009392,0.8455824645
P1,P1,1.1323063983,0.8372906425
N,P1,1.0838929806,0.8370171678
N,M1,1.1077294406,0.8292932440
D,M2,1.1294396805,0.8481465366
N,M2,1.0929608846,0.8332656108
D,M1,1.1647743014,0.8305170806
P1,N,1.1830388829,0.8222546890
D,P2,1.1415566048,0.8431905724
N,P2,1.1172256365,0.8254174378
D,P1,1.1557572531,0.8342623443
P1,D,1.0948905337,0.8493305513
D,N,1.1580087889,0.8421782510
N,D,1.0891394734,0.8298334785
P1,P2,1.0700277482,0.8637921888
P2,P2,1.1254226045,0.8290069917
P1,M2,1.0371118186,0.8757756115
P1,M1,1.1482520174,0.8318925354
P2,D,1.0939677447,0.8373376921
M1,M1,1.1292872315,0.8329576859
P2,N,1.1517089316,0.8219109423
P2,M1,1.1375239511,0.8229211487
M1,P2,1.0363753169,0.8712436545
M1,N,1.1658949555,0.8218253885
M1,P1,1.1141968907,0.8379448937
P2,M2,1.1100212200,0.8341336516
M1,D,1.0818272756,0.8493310311
P2,P1,1.1327155100,0.8241452134
M2,D,1.1073731876,0.8373327430
M2,N,1.1688816302,0.8223096036
M1,M2,1.0015298827,0.8837053572
M2,M2,1.1284207437,0.8333535241
M2,P1,1.1423283343,0.8267869366
M2,P2,1.1447195801,0.8277937458
M2,M1,1.1455079019,0.8261781485
