Prey / Predator,D,N,P1,P2,M1,M2
D,1.0401958654,0.9911764058,1.0525354306,1.0701403112,1.0467071172,1.0787495921
N,1.0898278762,0.9888555534,1.0782147280,1.0440572501,1.0552163275,1.0704083453
P1,1.0478775857,0.9896266200,1.0648601270,1.0967621431,1.0451557924,1.1458066863
P2,1.0514701030,0.9883460796,1.0505062570,1.0495965359,1.0560750590,1.0635616429
M1,1.0480837032,0.9883463411,1.0711006261,1.1389743682,1.0572636068,1.1722973027
M2,1.0513032758,0.9896248081,1.0597921418,1.0372937092,1.0754519703,1.0571913012
