prey,predator,prey_payoff,predator_payoff
D,D,0.8780579755,1.0401958654
D,P1,0.8617312645,1.0525354306
D,P2,0.8353736973,1.0701403112
D,N,0.9879806238,0.9911764058
D,M1,0.8723709348,1.0467071172
N,N,0.9622513108,0.9888555534
D,M2,0.8196190693,1.0787495921
N,D,0.7669579429,1.0898278762
N,P1,0.7872902720,1.0782147280
N,P2,0.8550045575,1.0440572501
N,M1,0.8344976915,1.0552163275
N,M2,0.8019830266,1.0704083453
P1,D,0.8583321445,1.0478775857
P1,P1,0.8324264343,1.0648601270
P1,N,0.9827395564,0.9896266200
P1,P2,0.7739056758,1.0967621431
P1,M1,0.8709767080,1.0451557924
P1,M2,0.6815865961,1.1458066863
P2,D,0.8434821340,1.0514701030
P2,N,0.9711927556,0.9883460796
P2,P2,0.8506253161,1.0495965359
P2,P1,0.8464061641,1.0505062570
P2,M1,0.8382301926,1.0560750590
P2,M2,0.8232620996,1.0635616429
M1,D,0.8529486828,1.0480837032
M1,N,0.9772028687,0.9883463411
M1,P1,0.8142266156,1.0711006261
M1,P2,0.6905323953,1.1389743682
M1,M1,0.8414173830,1.0572636068
M2,D,0.8488068047,1.0513032758
M1,M2,0.6271096492,1.1722973027
M2,N,0.9767373438,0.9896248081
M2,P1,0.8362359424,1.0597921418
M2,P2,0.8803743348,1.0372937092
M2,M2,0.8416342288,1.0571913012
M2,M1,0.8099814573,1.0754519703
