prey,predator,prey_payoff,predator_payoff
N,N,1.1362600521,0.8187849993
D,D,1.0931878449,0.8545393319
P1,P1,1.1240388892,0.8389166697
D,M2,1.0965058917,0.8597241273
N,M2,1.0898144210,0.8335840337
D,P2,1.1105468618,0.8539618594
N,P1,1.0804937542,0.8373770957
D,M1,1.1458352695,0.8359852997
P1,D,1.0281865858,0.8690948758
N,P2,1.1083854134,0.8284498522
D,P1,1.1386302401,0.8388708031
N,M1,1.0987041909,0.8323677773
P1,N,1.1587900782,0.8303569301
N,D,1.0657491347,0.8378980397
D,N,1.0929562283,0.8652044511
P1,P2,0.9537416315,0.9071615719
P1,M2,0.9203402757,0.9187015238
P1,M1,1.1384127666,0.8344771120
P2,P2,1.1170988125,0.8308761244
P2,D,1.0835635172,0.8402248732
M1,M1,1.1210937860,0.8346515264
P2,M2,1.1013489779,0.8356806105
P2,N,1.1185946765,0.8333227078
P2,M1,1.1296906445,0.8253376364
M1,D,1.0159678628,0.8690744917
M1,N,1.1325507090,0.8331332493
M1,P2,0.9209735108,0.9145044103
M1,P1,1.1056933780,0.8393118578
M2,D,1.0968362571,0.8402251427
P2,P1,1.1229377207,0.8272639253
M2,N,1.1444629116,0.8306509901
M1,M2,0.8884870725,0.9252427166
M2,M2,1.1199936057,0.8351714859
M2,P1,1.1347593370,0.8290270789
M2,P2,1.1346263173,0.8306207559
M2,M1,1.1389917384,0.8279776588
