Prey / Predator,D,N,P1,P2,M1,M2
D,0.7872973586,0.7897689561,0.8269262791,0.8201217842,0.8404610948,0.8042569919
N,0.7998152968,0.8478536794,0.7965873978,0.8339140678,0.8211072870,0.8082191101
P1,0.7397838742,0.8486577423,0.8203928260,0.7630119475,0.8388427731,0.7317172013
P2,0.7989622374,0.8312914322,0.8194818569,0.8374298496,0.8300045860,0.8155207993
M1,0.7354913965,0.8365999648,0.8078907220,0.7420994905,0.8292310589,0.7150936753
M2,0.8036833831,0.8433527665,0.8225293530,0.8474597563,0.8270360665,0.8285405276
