prey,predator,prey_payoff,predator_payoff
N,N,1.1310849315,0.8212852016
D,D,1.1043155042,0.8512219797
P1,P1,1.1278121153,0.8378376211
N,M2,1.0890839382,0.8335923275
D,M2,1.1097033681,0.8548217425
P1,N,1.1554178965,0.8318364938
N,M1,1.1001761531,0.8313440514
D,P1,1.1445050037,0.8374052148
N,P2,1.1095793687,0.8276206013
P1,D,1.0573432353,0.8598317528
D,M1,1.1543253953,0.8332197781
N,P1,1.0801757247,0.8371558085
D,P2,1.1228990546,0.8495044007
D,N,1.1108740763,0.8573829380
N,D,1.0755751977,0.8344692994
P1,P2,1.0181520957,0.8828200119
P1,M2,0.9862403328,0.8939457576
P1,M1,1.1423255062,0.8332262181
P2,P2,1.1207633016,0.8297769272
P2,D,1.0850583312,0.8395184213
M1,M1,1.1247281149,0.8336074199
P2,N,1.1195744922,0.8330248438
P2,M2,1.1054285472,0.8345484654
M1,D,1.0448836110,0.8597585681
M1,N,1.1335915470,0.8328124268
P2,M1,1.1251527410,0.8269256000
M1,P1,1.1098154953,0.8382012087
M1,P2,0.9865163724,0.8895033814
M2,D,1.0983629235,0.8395186897
P2,P1,1.1180356797,0.8291100547
M2,N,1.1411583284,0.8321174579
M1,M2,0.9531342737,0.9007524705
M2,M2,1.1237929321,0.8340394579
M2,P1,1.1298561795,0.8307643588
M2,P2,1.1386458076,0.8292802338
M2,M1,1.1345603662,0.8293087454
