Prey / Predator,D,N,P1,P2,M1,M2
D,0.8464248460,0.8448138093,0.8560011196,0.8345528897,0.8658370050,0.8185967504
N,0.7277337797,0.8380936720,0.6901181734,0.7691556977,0.7424841242,0.7130836876
P1,0.8518875410,0.8474653495,0.8252076205,0.8228298981,0.8601818795,0.7408164819
P2,0.8091586164,0.8385803189,0.7726411410,0.8424470118,0.7472987750,0.8042746035
M1,0.8458872621,0.8441367725,0.7949774394,0.7468415899,0.8327977247,0.5986132023
M2,0.8126270417,0.8420013210,0.7459462723,0.8701200197,0.6853229367,0.8349216414
