prey,predator,prey_payoff,predator_payoff
D,D,0.8658202311,1.0472986960
D,P1,0.8580609464,1.0542093521
D,P2,0.8368234783,1.0693544225
D,N,0.8411736676,1.0703938917
D,M1,0.8678274386,1.0489264092
N,N,0.8530475521,1.0481012110
D,M2,0.8208189014,1.0780594817
N,D,0.7136791008,1.1178147507
N,P1,0.7426311176,1.1012691338
N,P2,0.7978705949,1.0739384893
N,M1,0.7736403662,1.0870369590
N,M2,0.7570116450,1.0936966747
P1,D,0.8670498621,1.0424084907
P1,P1,0.8280965337,1.0668659044
P1,N,0.8588066360,1.0568086228
P1,P2,0.8158251386,1.0752896674
P1,M2,0.7472601518,1.1109450062
P1,M1,0.8661726198,1.0471175817
P2,D,0.8471510299,1.0483044685
P2,N,0.8422380674,1.0581490325
P2,P2,0.8456910045,1.0519972454
P2,P1,0.8008872843,1.0735420275
P2,M1,0.7808203951,1.0859862629
P2,M2,0.8122491781,1.0693254008
M1,D,0.8611848803,1.0428057320
M1,N,0.8478334346,1.0579747824
M1,P1,0.8034277792,1.0767086672
M1,M1,0.8363030915,1.0597444363
M1,P2,0.7541980767,1.1050301592
M2,D,0.8537586325,1.0474547342
M1,M2,0.6428123558,1.1646788567
M2,N,0.8533121295,1.0569103171
M2,P1,0.7791654551,1.0892782655
M2,P2,0.8761039137,1.0389902178
M2,M2,0.8375251381,1.0590927437
M2,M1,0.7224644698,1.1215780832
