prey,predator,prey_payoff,predator_payoff
D,D,1.1028425772,0.8517971080
N,N,1.1093811589,0.8280781804
P1,P1,1.1186953255,0.8404667725
D,M2,1.0972323488,0.8581185886
N,P1,1.0778817875,0.8364137287
D,M1,1.1150564921,0.8470760205
D,P2,1.1157113543,0.8505889765
D,P1,1.1051490073,0.8509523183
N,M2,1.0868266790,0.8329150107
N,M1,1.0888635892,0.8344091821
P1,D,1.0557478602,0.8592001075
P1,N,1.1509876253,0.8311212999
N,P2,1.0988004848,0.8306166220
N,D,1.0630269037,0.8394644595
D,N,1.1429572809,0.8404182947
P1,P2,1.1330321652,0.8368847149
P1,M1,1.1314547502,0.8365810385
P2,P2,1.1128648708,0.8320787162
P1,M2,1.1150873341,0.8425875785
M1,M1,1.1167678876,0.8359042002
P2,D,1.0809698792,0.8404962489
M1,N,1.1431257322,0.8266319470
P2,N,1.1289835943,0.8267950911
M1,D,1.0430726159,0.8592240413
P2,M2,1.0857533710,0.8407133100
M1,P1,1.0903297182,0.8442413281
M1,P2,1.1149263758,0.8374484225
P2,M1,1.0951588980,0.8371488014
M2,D,1.0944091561,0.8404257593
P2,P1,1.0822773870,0.8411343390
M2,N,1.1363557478,0.8315300701
M1,M2,1.0784295159,0.8494911176
M2,M2,1.1147882068,0.8366551386
M2,P1,1.0993518177,0.8409315271
M2,P2,1.1279896138,0.8326212470
M2,M1,1.0979407471,0.8415825565
