Prey / Predator,D,N,P1,P2,M1,M2
D,0.7659222261,0.7951966888,0.7802450200,0.8027241390,0.7946293073,0.7863240515
N,0.6596710939,0.8054204751,0.7624619757,0.7903395435,0.7757751999,0.7768869927
P1,0.7627236209,0.8198092102,0.7761190331,0.7927289864,0.7899595057,0.7804228364
P2,0.7523986797,0.8103553747,0.7535398936,0.7952412513,0.7795646513,0.7814819627
M1,0.7580430080,0.8153627830,0.7717159956,0.7904089761,0.7853715793,0.7310636435
M2,0.7568078829,0.8148013490,0.7717086316,0.7998851968,0.7045421268,0.7859470550
