Prey / Predator,D,N,P1,P2,M1,M2
D,1.0937025187,1.2719657522,1.1298517343,1.1021819909,1.1216802822,1.1113758367
N,1.1215542653,1.0744159640,1.1019239156,1.0840917141,1.0921620117,1.0946469841
P1,1.1224447357,1.1013748705,1.0956911153,1.1396500805,1.0903983616,1.1879031794
P2,1.0981168439,1.1797283921,1.1956479195,1.0808258631,1.1070228148,1.1042065081
M1,1.1224723965,1.1798819715,1.1107173132,1.1793358696,1.0880200404,1.2832024373
M2,1.0981295154,1.1012880446,1.1152525407,1.0832220314,1.1193890391,1.0885244483
