Prey / Predator,D,N,P1,P2,M1,M2
D,1.0413783238,1.1099242819,1.0538781199,1.0361830398,1.0447167194,1.0413309635
N,1.0504720713,1.0120822189,1.0432153709,1.0304304962,1.0397503647,1.0363918302
P1,1.0226843749,0.9716849675,1.0039605976,1.0019737054,0.9953317379,1.0126743222
P2,1.0321317348,1.0026418452,1.0322844125,0.9949578715,1.0042586857,1.0139287630
M1,1.0227531630,1.0022288144,1.0166827150,1.0078813353,0.9984481246,1.0282549991
M2,1.0321430583,0.9718084233,1.0077610388,0.9910888388,1.0270118294,1.0007429748
