prey,predator,prey_payoff,predator_payoff
D,D,1.1039405002,0.8513678001
N,N,1.1439086960,0.8160587082
P1,P1,1.1285024603,0.8379053306
N,M2,1.0947231117,0.8320692302
D,M2,1.1110841744,0.8544284023
P1,N,1.1650452579,0.8289557374
N,M1,1.1049623320,0.8301310104
P1,D,1.0650532369,0.8568788588
D,P1,1.1431074252,0.8384278771
N,P2,1.1143603297,0.8263008959
N,P1,1.0856614938,0.8357963663
D,M1,1.1536742815,0.8338622849
D,P2,1.1235395746,0.8494305214
N,D,1.0839387209,0.8310500079
D,N,1.1063078813,0.8627065113
P1,P2,0.9936902855,0.8925619521
P1,M2,0.9571735659,0.9055914309
P1,M1,1.1433423992,0.8331544633
P2,P2,1.1215491451,0.8297541507
M1,M1,1.1254809304,0.8336181756
P2,D,1.0863796478,0.8396648681
P2,N,1.1316787167,0.8292081164
P2,M2,1.1066294901,0.8344341859
M1,D,1.0522082542,0.8569284093
M1,N,1.1460445698,0.8289084726
P2,M1,1.1358701460,0.8232567424
M1,P2,0.9571030083,0.9013895559
M1,P1,1.1108723245,0.8381644153
P2,P1,1.1307310500,0.8245972846
M2,D,1.0996594408,0.8396751218
M2,N,1.1507544146,0.8291863252
M1,M2,0.9147704710,0.9163685158
M2,M2,1.1245311189,0.8340657294
M2,P1,1.1408846618,0.8270248918
M2,P2,1.1396359338,0.8291963893
M2,M1,1.1444379615,0.8262330720
