prey,predator,prey_payoff,predator_payoff
D,D,1.1144925509,0.8474515392
N,N,1.1033656683,0.8297601792
P1,P1,1.1137569575,0.8421072113
D,M2,1.1180058112,0.8490106409
N,M2,1.0913231204,0.8313699448
D,P1,1.1041635123,0.8513394374
D,M1,1.1152564593,0.8470412834
N,P1,1.0827430401,0.8347881962
N,M1,1.0752519212,0.8396800230
D,P2,1.1333177747,0.8430353717
P1,N,1.1344255256,0.8366892460
P1,D,1.0902606473,0.8493331118
N,P2,1.0866952205,0.8353031224
D,N,1.1379588807,0.8407400317
N,D,1.0605591658,0.8415090976
P1,P2,1.1307249569,0.8374719567
P1,M2,1.1218262719,0.8400588464
P1,M1,1.1092860924,0.8443378266
P2,P2,1.1079461807,0.8338527012
P2,D,1.0833698126,0.8400173847
M1,M1,1.1116090105,0.8376901828
P2,N,1.1174032173,0.8308758092
P2,M2,1.0871071738,0.8402537073
M1,D,1.0770678953,0.8493800297
M1,N,1.1309533299,0.8308952730
P2,M1,1.0861331570,0.8406454294
M1,P2,1.1218444087,0.8347495409
M1,P1,1.0917588152,0.8437150444
M2,N,1.1205772705,0.8368570476
M2,D,1.0968975817,0.8399332201
P2,P1,1.0840970703,0.8405598627
M1,M2,1.0874873599,0.8458736409
M2,M2,1.1100790794,0.8382909762
M2,P2,1.1067102151,0.8402693161
M2,P1,1.0900270454,0.8444038331
M2,M1,1.0673190703,0.8526864744
