Prey / Predator,D,N,P1,P2,M1,M2
D,1.0448833950,1.1834735187,1.0645615702,1.0579552684,1.0588911723,1.0647318098
N,1.0618487618,1.0459103670,1.0602236095,1.0463348142,1.0527327171,1.0534748248
P1,1.0373378863,1.0336926472,1.0273026308,1.0572931380,1.0243569026,1.0546027594
P2,1.0425825162,1.0422570749,1.0634983349,1.0141607197,1.0198287042,1.0297101710
M1,1.0373405105,1.0424101606,1.0341614434,1.0476461956,1.0193602001,1.0277130473
M2,1.0425727608,1.0337416214,1.0274421376,1.0185405897,1.0228707511,1.0222839007
