prey,predator,prey_payoff,predator_payoff
D,D,0.8663259244,1.0448833950
D,P1,0.8335087430,1.0645615702
D,P2,0.8520078770,1.0579552684
D,N,0.6227844101,1.1834735187
D,M1,0.8443467798,1.0588911723
N,N,0.8519305471,1.0459103670
D,M2,0.8390911042,1.0647318098
N,D,0.8142892933,1.0618487618
N,P1,0.8208293091,1.0602236095
N,M1,0.8381011118,1.0527327171
N,P2,0.8501713945,1.0463348142
N,M2,0.8334572331,1.0534748248
P1,P1,0.9042585855,1.0273026308
P1,D,0.8763011087,1.0373378863
P1,N,0.8994218879,1.0336926472
P1,P2,0.8499310212,1.0572931380
P1,M1,0.9113194772,1.0243569026
P1,M2,0.8534470420,1.0546027594
P2,D,0.8609228729,1.0425825162
P2,N,0.8671563914,1.0422570749
P2,P2,0.9171517014,1.0141607197
P2,P1,0.8208650629,1.0634983349
P2,M1,0.9081927074,1.0198287042
P2,M2,0.8822357862,1.0297101710
M1,D,0.8711733935,1.0373405105
M1,N,0.8722549206,1.0424101606
M1,P1,0.8796109225,1.0341614434
M1,P2,0.8608811588,1.0476461956
M1,M1,0.9131245917,1.0193602001
M2,D,0.8660425197,1.0425727608
M1,M2,0.8940876979,1.0277130473
M2,N,0.8938072349,1.0337416214
M2,P1,0.8998855926,1.0274421376
M2,P2,0.9165568924,1.0185405897
M2,M2,0.9079374348,1.0222839007
M2,M1,0.9093235849,1.0228707511
