prey,predator,prey_payoff,predator_payoff
D,D,1.1361873460,0.8415874626
N,N,1.1727387333,0.8050044429
P1,P1,1.1364058361,0.8362768396
D,P1,1.1648422727,0.8310302720
D,P2,1.1485112672,0.8414558200
N,M2,1.0925744244,0.8341714450
N,P1,1.0829964972,0.8382029900
P1,D,1.1212712148,0.8406539182
D,M1,1.1727470632,0.8278251869
D,M2,1.1358086020,0.8467693227
N,M1,1.1096082039,0.8290638340
N,P2,1.1196007020,0.8249260274
P1,N,1.2141350265,0.8092293833
N,D,1.1040201198,0.8253505434
D,N,1.2198563599,0.8154865975
P1,P2,1.0931532330,0.8564198267
P1,M1,1.1530613527,0.8304261283
P1,M2,1.0597082993,0.8691354467
P2,P2,1.1292710053,0.8280013806
P2,D,1.1038375512,0.8351842280
M1,M1,1.1333385415,0.8319075251
P2,N,1.1856709333,0.8076875812
P2,M2,1.1136061117,0.8334152557
P2,M1,1.1399220460,0.8222669917
M1,N,1.2000812203,0.8076858805
M1,D,1.1079945142,0.8406248935
M1,P2,1.0596117991,0.8640668443
M1,P1,1.1179793608,0.8371837584
P2,P1,1.1344572452,0.8237959910
M2,D,1.1171591022,0.8352665754
M2,N,1.1997459052,0.8092282686
M1,M2,1.0303769650,0.8746467697
M2,M2,1.1323211260,0.8323768324
M2,P1,1.1453685167,0.8258172367
M2,P2,1.1493539470,0.8263523332
M2,M1,1.1497691090,0.8246996224
