prey,predator,prey_payoff,predator_payoff
D,D,0.8651285071,1.0455650793
D,P2,0.8560269362,1.0556844926
D,P1,0.8394571497,1.0611095461
D,N,0.6741444328,1.1560990357
D,M1,0.8521952985,1.0543302293
N,N,0.8459064103,1.0489320945
D,M2,0.8446824505,1.0615043226
N,D,0.8137202517,1.0622686300
N,P1,0.8172744913,1.0619870805
N,P2,0.8463557758,1.0482457995
N,M1,0.8343714653,1.0545697712
N,M2,0.8299058932,1.0552566854
P1,D,0.8860060550,1.0323600303
P1,P1,0.9244489041,1.0164359995
P1,N,0.9331190556,1.0156980723
P1,P2,0.8916913413,1.0349636822
P1,M1,0.9241862022,1.0176201360
P1,M2,0.8975863877,1.0307661118
P2,D,0.8639198648,1.0410327249
P2,N,0.9060621035,1.0212738751
P2,P2,0.9345792205,1.0047053825
P2,M1,0.9143278140,1.0167217720
P2,P1,0.8247485006,1.0610286844
P2,M2,0.8956786321,1.0222523902
M1,D,0.8808133808,1.0323617974
M1,N,0.9115371882,1.0213762521
M1,P1,0.8936281967,1.0264370693
M1,P2,0.9037192272,1.0243752709
M1,M1,0.9313837740,1.0095186260
M2,D,0.8690609056,1.0410219990
M1,M2,0.9206419291,1.0128995376
M2,N,0.9272896603,1.0157626625
M2,P1,0.9056095618,1.0245949595
M2,P2,0.9284739645,1.0122742824
M2,M2,0.9271527818,1.0118859866
M2,M1,0.9183628497,1.0182085389
