prey,predator,prey_payoff,predator_payoff
D,D,0.8774029841,1.0404482469
D,P2,0.8804924746,1.0438969597
D,P1,0.8600989872,1.0519676577
D,N,0.6243519185,1.1832909417
D,M1,0.8707782027,1.0463273615
N,N,0.8793127689,1.0318519614
D,M2,0.8672421982,1.0509746612
N,D,0.8579690552,1.0384473471
N,P1,0.8420863406,1.0498643669
N,M1,0.8677176804,1.0376842491
N,P2,0.8824359134,1.0296498082
N,M2,0.8555114247,1.0425058148
P1,P1,0.8900108095,1.0343728489
P1,D,0.8944161966,1.0285127083
P1,N,0.8949604556,1.0354558038
P1,P2,0.8854623064,1.0380420300
P1,M1,0.9080145542,1.0259179065
P1,M2,0.8555929042,1.0533972843
P2,D,0.8699120513,1.0377155538
P2,N,0.8250075309,1.0649683014
P2,P2,0.9020430966,1.0219931065
P2,M1,0.8919641875,1.0277869970
P2,P1,0.8325975166,1.0574694916
P2,M2,0.8764691678,1.0336828109
M1,D,0.8889914350,1.0285975327
M1,N,0.8300170847,1.0650519941
M1,P1,0.8719663428,1.0390963717
M1,P2,0.8622696352,1.0469800658
M1,M1,0.8967545990,1.0277954233
M2,D,0.8751420886,1.0376737888
M1,M2,0.7354037747,1.1153485413
M2,N,0.8894297548,1.0354759898
M2,P1,0.8889211094,1.0322762656
M2,P2,0.9142418918,1.0195924435
M2,M2,0.8950253677,1.0287130329
M2,M1,0.8252839277,1.0684134663
