Prey / Predator,D,N,P1,P2,M1,M2
D,1.1144686763,1.1323257447,1.1064299612,1.1346505793,1.1175177568,1.1201742379
N,1.0583217992,1.1019646814,1.0824043348,1.0840621241,1.0725852894,1.0907034068
P1,1.0937382056,1.1291624401,1.1122478173,1.1243976724,1.1028655618,1.1206932931
P2,1.0836154171,1.1157790202,1.0882061815,1.1063114874,1.0866094008,1.0903747094
M1,1.0804749300,1.1294331796,1.0950533620,1.1202957506,1.1098750050,1.0887608933
M2,1.0970828463,1.1153922598,1.0905286964,1.1006169955,1.0636576579,1.1086548151
