Prey / Predator,D,N,P1,P2,M1,M2
D,1.0879920071,1.0554426027,1.0786228969,1.0813006532,1.0719209172,1.0889725980
N,1.1027286050,1.0484222555,1.0860999709,1.0659702168,1.0733357169,1.0791648738
P1,1.0990904795,1.0491253684,1.0843850435,1.0778625228,1.0736237099,1.0957585668
P2,1.0832873013,1.0488884336,1.0789996786,1.0694279965,1.0695072782,1.0841850789
M1,1.0991156026,1.0488819114,1.0913335864,1.0877061207,1.0768255428,1.1276393982
M2,1.0832633140,1.0491742943,1.0767550838,1.0660052664,1.0789647539,1.0770147922
