prey,predator,prey_payoff,predator_payoff
D,D,0.8812605135,1.0380497193
D,P1,0.8608744930,1.0528681726
D,P2,0.8339271826,1.0705907062
D,N,0.9872857964,0.9915804898
D,M1,0.8713725583,1.0471058563
N,N,0.9473114545,0.9964239558
D,M2,0.8181967885,1.0791948183
N,D,0.8819886703,1.0217570188
N,P1,0.8198922673,1.0614930370
N,P2,0.8745118860,1.0340008492
N,M1,0.8590932448,1.0423594667
N,M2,0.8338459181,1.0539582697
P1,P1,0.8388752641,1.0615395791
P1,D,0.8367329517,1.0594178551
P1,N,0.9782970427,0.9917786041
P1,P2,0.7476302374,1.1099181683
P1,M1,0.8687408807,1.0465722676
P1,M2,0.6734254653,1.1489368817
P2,D,0.8573776389,1.0433590133
P2,N,0.9699417443,0.9889432860
P2,P2,0.8570873853,1.0461947265
P2,M1,0.8720643910,1.0383388362
P2,P1,0.8760154920,1.0352332458
P2,M2,0.8337978397,1.0577990309
M1,D,0.8317044189,1.0595273314
M1,N,0.9759470488,0.9889414981
M1,P1,0.8250524378,1.0652446022
M1,P2,0.6831452444,1.1416743906
M1,M1,0.8481831247,1.0537473276
M2,D,0.8621142264,1.0435790272
M1,M2,0.6354835666,1.1659598794
M2,N,0.9723190250,0.9917794769
M2,P1,0.8686280757,1.0429899750
M2,P2,0.8778128561,1.0388716297
M2,M2,0.8477640889,1.0539940999
M2,M1,0.8538458793,1.0520942283
