prey,predator,prey_payoff,predator_payoff
P1,P1,1.1402551345,0.8353787757
N,N,1.2007879772,0.7931900816
D,D,1.1538962460,0.8359385030
D,P2,1.1603305210,0.8375320627
D,M2,1.1482700805,0.8425752185
D,P1,1.1685196526,0.8303493761
D,M1,1.1772172630,0.8267631929
N,M2,1.0873597583,0.8372780965
P1,N,1.2507027954,0.7933812577
N,P1,1.0764080150,0.8419632253
N,P2,1.1183217674,0.8260153704
N,M1,1.1069810564,0.8307921505
P1,D,1.1445053180,0.8326532962
D,N,1.2728099743,0.7919290738
N,D,1.0982560457,0.8332903864
P1,P2,1.1145601182,0.8493965585
P1,M1,1.1578086578,0.8289719139
P1,M2,1.0819611750,0.8622423825
P2,P2,1.1331621846,0.8269818304
P2,D,1.1206507633,0.8298658345
M1,M1,1.1370525394,0.8310141600
P2,N,1.2236207614,0.7910863725
P2,M1,1.1326345526,0.8257109493
M1,N,1.2384761801,0.7910612107
P2,M2,1.1172908517,0.8326804593
M1,P1,1.1214150610,0.8366072926
M1,D,1.1311222223,0.8325523181
M1,P2,1.0823887368,0.8566984326
P2,P1,1.1247092995,0.8282806120
M2,N,1.2359246656,0.7933896341
M2,D,1.1339575660,0.8300111514
M1,M2,1.0530838163,0.8680734460
M2,P1,1.1380386658,0.8292192001
M2,M2,1.1363340403,0.8313574544
M2,P2,1.1542299132,0.8247850425
M2,M1,1.1461528560,0.8265295817
