Prey / Predator,D,N,P1,P2,M1,M2
D,0.8574019034,0.8571935139,0.8406592569,0.8570592458,0.8379538825,0.8631914980
N,0.8508339921,0.8153514938,0.8365391558,0.8281042470,0.8323374259,0.8323700078
P1,0.8747680791,0.8272026408,0.8400205590,0.9240345926,0.8354852804,0.9388649033
P2,0.8399146273,0.8277952722,0.8211602351,0.8319633766,0.8204302898,0.8366909788
M1,0.8747671282,0.8274210548,0.8403424489,0.9350131785,0.8357092182,0.9518659778
M2,0.8399142372,0.8274373742,0.8240906020,0.8316975416,0.8240156831,0.8362988186
