prey,predator,prey_payoff,predator_payoff
D,D,0.8788586585,1.0395855933
D,P2,0.8571641215,1.0569831546
D,P1,0.8368172322,1.0649889082
D,N,0.6082102962,1.1913789645
D,M1,0.8486999249,1.0586118854
D,M2,0.8424099704,1.0649259134
N,N,0.8654238573,1.0393653296
N,D,0.8665928437,1.0334790688
N,P1,0.8301832275,1.0559435604
N,M1,0.8591128858,1.0421653616
N,P2,0.8736251472,1.0343056413
N,M2,0.8434237438,1.0487546625
P1,P1,0.8614916627,1.0497261068
P1,D,0.8830413270,1.0346606240
P1,N,0.8636502161,1.0520180573
P1,P2,0.8321450617,1.0659659377
P1,M2,0.7821530693,1.0920733431
P1,M1,0.8895387071,1.0357078695
P2,D,0.8621589615,1.0417967032
P2,N,0.7791261239,1.0896923366
P2,P2,0.8781846658,1.0349541429
P2,M1,0.8767356880,1.0354441758
P2,P1,0.8408325010,1.0528766738
P2,M2,0.8503550865,1.0481893914
M1,D,0.8776506902,1.0347786287
M1,N,0.7840199642,1.0896954407
M1,P1,0.8446717482,1.0541056680
M1,P2,0.7899990040,1.0853376777
M1,M1,0.8708698615,1.0417663831
M2,D,0.8673635524,1.0417447591
M1,M2,0.6524435290,1.1590373704
M2,N,0.8582834111,1.0520526570
M2,P1,0.8719622657,1.0408514071
M2,P2,0.8986544064,1.0278214710
M2,M2,0.8686749528,1.0429833713
M2,M1,0.8018128595,1.0806738071
