prey,predator,prey_payoff,predator_payoff
D,D,0.8809006811,1.0398308597
D,P1,0.8606031962,1.0525195399
D,P2,0.9055429423,1.0314274191
D,N,0.8397726269,1.0691450333
D,M1,0.8773666011,1.0433118945
N,N,0.9471323216,0.9942670241
D,M2,0.8941280495,1.0374174391
N,D,0.6768423832,1.1388832870
N,P1,0.8767992601,1.0312708514
N,P2,0.9177311370,1.0100524312
N,M1,0.9049674292,1.0170733689
N,M2,0.8881896106,1.0249884333
P1,P1,0.9163210564,1.0189915522
P1,D,0.8875467653,1.0324186003
P1,N,0.9677613377,0.9954185680
P1,P2,0.9374701419,1.0105282048
P1,M1,0.9290945736,1.0130557357
P1,M2,0.9161668207,1.0212387971
P2,D,0.8630039882,1.0413967053
P2,N,0.9247352293,1.0106669172
P2,P2,0.9221881567,1.0100723897
P2,M1,0.9078897774,1.0180227592
P2,P1,0.8535178003,1.0467092753
P2,M2,0.8932325855,1.0239247280
M1,D,0.8820939265,1.0325252858
M1,N,0.9309679897,1.0103670353
M1,P1,0.8932820335,1.0266959196
M1,P2,0.9205793386,1.0159731095
M1,M1,0.9201316675,1.0140455941
M2,D,0.8678445758,1.0415655618
M1,M2,0.8851227734,1.0331776367
M2,N,0.9616479961,0.9955610260
M2,P1,0.9056902133,1.0220074435
M2,P2,0.9317261810,1.0087613483
M2,M2,0.9180128617,1.0152254732
M2,M1,0.8070080807,1.0768407907
