prey,predator,prey_payoff,predator_payoff
D,D,0.8766211965,1.0418410947
D,P2,0.8807572142,1.0448099033
D,P1,0.8543418341,1.0564602927
D,N,0.6428487941,1.1737011597
D,M1,0.8679536527,1.0490813574
N,N,0.8521547396,1.0455627555
D,M2,0.8663461280,1.0526101473
N,D,0.6828366703,1.1336588320
N,P1,0.7788999235,1.0821849105
N,P2,0.8493735869,1.0463073053
N,M1,0.8305842698,1.0565977021
N,M2,0.7912091272,1.0756794049
P1,P1,0.8553377417,1.0520676583
P1,D,0.8736118314,1.0394409381
P1,N,0.8472588857,1.0601223002
P1,P2,0.8404334054,1.0639582765
P1,M1,0.8746234296,1.0429188133
P1,M2,0.8500505590,1.0562875804
P2,D,0.8452943069,1.0502964202
P2,N,0.8058903536,1.0749142651
P2,P2,0.8679008529,1.0398109908
P2,M1,0.8383957551,1.0552995305
P2,P1,0.7712002576,1.0909222865
P2,M2,0.8438137679,1.0514454497
M1,D,0.8680860597,1.0396378068
M1,N,0.8109715659,1.0749073694
M1,P1,0.8389331472,1.0568578816
M1,P2,0.8568481439,1.0499626935
M1,M1,0.8619372245,1.0458019035
M2,D,0.8500824224,1.0504507266
M1,M2,0.6865789837,1.1428102208
M2,N,0.8420039545,1.0601481901
M2,P1,0.8351957628,1.0596582544
M2,P2,0.8809485957,1.0367237021
M2,M2,0.8610273318,1.0462229802
M2,M1,0.6870528281,1.1413357207
