Prey / Predator,D,N,P1,P2,M1,M2
D,0.7553142438,0.4759498785,0.8707670089,0.9252297053,0.8501199092,0.9317801519
N,0.5674013554,0.9290660048,0.9615231687,0.9549161263,0.9541712818,0.9634533041
P1,0.7774648738,0.7324150619,0.9606381087,0.9278133334,0.9555159199,0.9498076011
P2,0.8552226561,0.7417768161,0.9097015486,0.9552779397,0.8886228902,0.9606529580
M1,0.7766134169,0.7078126288,0.9598585305,0.9356187623,0.9562307457,0.9501583864
M2,0.8449928537,0.7664124181,0.9107810539,0.9520796923,0.8907745053,0.9593119468
