Prey / Predator,D,N,P1,P2,M1,M2
D,1.0629168828,0.9905664573,1.0565184378,1.0722084197,1.0494564191,1.0804849507
N,1.1034700353,0.9874430762,1.1425060905,1.0892560194,1.1049297865,1.1280136209
P1,1.0564308833,0.9895457491,1.0681179664,1.0810916935,1.0494747270,1.1441490977
P2,1.0631542766,0.9881762290,1.0985917847,1.0536745485,1.1048820482,1.0752021900
M1,1.0569044407,0.9881782897,1.0834076547,1.1388350945,1.0617320519,1.1758049656
M2,1.0638546818,0.9895415637,1.1075927842,1.0420062670,1.1283762660,1.0600296428
