Prey / Predator,D,N,P1,P2,M1,M2
D,0.8369406687,0.9889878184,0.8548558733,0.8321857059,0.8676239790,0.8169566472
N,0.7360535905,0.9655247245,0.6663869518,0.7693672320,0.7403628637,0.6935407741
P1,0.8410438050,0.9832721563,0.8258193911,0.8060766527,0.8619679927,0.6882579292
P2,0.8167695983,0.9716237249,0.7547651853,0.8427762698,0.7451598890,0.8020203864
M1,0.8352014228,0.9776336126,0.7915926519,0.6946491675,0.8327528071,0.6254709753
M2,0.8203793599,0.9772664311,0.7443492955,0.8708698337,0.7091642841,0.8358939510
