Prey / Predator,D,N,P1,P2,M1,M2
D,1.1151437368,1.2300276353,1.1495977952,1.1480502211,1.1591393559,1.1360000946
N,1.0439393527,1.1724763410,1.0562241464,1.1030418981,1.0906238560,1.0672709386
P1,1.0973423222,1.2149283741,1.1228877022,1.1350152411,1.1438085902,1.1035087695
P2,1.0682703907,1.1874707744,1.0911699038,1.1169719085,1.1051391891,1.0973866070
M1,1.0842830625,1.2019054347,1.1006822821,1.1020833033,1.1197310080,1.0739559325
M2,1.0808626751,1.2005347321,1.1095493496,1.1416863060,1.1231716108,1.1201171618
