prey,predator,prey_payoff,predator_payoff
D,D,0.8753919330,1.0404779257
D,P2,0.8427462395,1.0642521837
D,P1,0.8331298987,1.0660501171
D,N,0.6355886060,1.1770456383
D,M1,0.8431216375,1.0607545264
N,N,0.8742273918,1.0347501067
D,M2,0.8272752913,1.0726232570
N,D,0.8487112533,1.0415139653
N,P1,0.8415891126,1.0494352521
N,P2,0.8744197232,1.0336097073
N,M1,0.8616583909,1.0404628037
N,M2,0.8535792064,1.0429805940
P1,D,0.8499456161,1.0516090802
P1,P1,0.8559854981,1.0525550231
P1,N,0.8774636923,1.0449329879
P1,P2,0.7389051143,1.1148477846
P1,M2,0.6961266900,1.1369608868
P1,M1,0.8752631792,1.0432168675
P2,D,0.8590943104,1.0429498542
P2,N,0.7885792830,1.0849357196
P2,P2,0.8730538041,1.0376256789
P2,M1,0.8818089568,1.0333792577
P2,P1,0.8454013156,1.0506429265
P2,M2,0.8412177717,1.0527505971
M1,D,0.8449944125,1.0516225092
M1,N,0.7933272597,1.0850321575
M1,P1,0.8341879970,1.0594035392
M1,P2,0.7043914299,1.1303668833
M1,M1,0.8651073278,1.0447818045
M2,D,0.8641927271,1.0429538634
M1,M2,0.6350187203,1.1673143326
M2,N,0.8720287786,1.0449648461
M2,P1,0.8758888349,1.0394191123
M2,P2,0.8835184855,1.0358980967
M2,M2,0.8638889297,1.0454169236
M2,M1,0.8754419078,1.0406928226
