prey,predator,prey_payoff,predator_payoff
D,D,1.1140157639,0.8475463977
N,N,1.1103058072,0.8285760089
P1,P1,1.1178046966,0.8413352355
D,M2,1.1259135026,0.8475261622
D,M1,1.1425570645,0.8380030132
N,M2,1.0744122374,0.8387240471
N,M1,1.0798953420,0.8384305278
P1,D,1.0835019910,0.8516899991
D,P2,1.1386868191,0.8425083238
N,P2,1.0914317971,0.8340059319
N,P1,1.0642183730,0.8427544229
D,P1,1.1323863094,0.8421184476
P1,N,1.1443691985,0.8347505991
D,N,1.1503113412,0.8393834556
N,D,1.0572054393,0.8425590983
P1,P2,1.1194544157,0.8427844656
P1,M1,1.1297571338,0.8374627390
P1,M2,1.0956805874,0.8510733949
P2,P2,1.1115045985,0.8331748908
P2,D,1.0812254727,0.8407717489
M1,M1,1.1149997523,0.8370956154
P2,N,1.1174392636,0.8324940317
M1,P1,1.0992698656,0.8420836005
P2,M2,1.0950385918,0.8384544876
M1,D,1.0706767893,0.8516212776
M1,N,1.1314095438,0.8323224022
M1,P2,1.0946528881,0.8463873117
P2,M1,1.0953753969,0.8377239567
P2,P1,1.0909170567,0.8388991869
M2,N,1.1304805771,0.8348926178
M2,D,1.0946001038,0.8407349494
M1,M2,1.0705873079,0.8543138528
M2,M2,1.1142521621,0.8374516570
M2,P2,1.1267777158,0.8333862152
M2,P1,1.0994941610,0.8415306720
M2,M1,1.0943070842,0.8433538599
