prey,predator,prey_payoff,predator_payoff
D,D,0.8758147578,1.0409655293
D,P1,0.8525497853,1.0557100622
D,P2,0.8738202380,1.0472397073
D,N,0.6106660125,1.1903057444
D,M1,0.8632751391,1.0500446825
D,M2,0.8603841813,1.0544108519
N,N,0.8761399133,1.0334997865
N,D,0.8823848510,1.0234186842
N,P1,0.8414187891,1.0500210820
N,P2,0.8740799413,1.0342157752
N,M1,0.8580442276,1.0429523661
N,M2,0.8544346839,1.0429019198
P1,D,0.8935331373,1.0289276987
P1,P1,0.8925495753,1.0332638129
P1,N,0.8946137809,1.0358448733
P1,P2,0.8749375711,1.0434503560
P1,M1,0.9089576339,1.0256143454
P1,M2,0.8438401938,1.0596544426
P2,D,0.8665181001,1.0395562302
P2,N,0.8194862827,1.0681358344
P2,P2,0.9052457314,1.0204443840
P2,P1,0.8364886357,1.0551249177
P2,M1,0.8982346227,1.0245593964
P2,M2,0.8786034631,1.0324772161
M1,D,0.8882036117,1.0289717075
M1,N,0.8243928487,1.0682670888
M1,P1,0.8745387515,1.0376772115
M1,P2,0.8505533853,1.0532385642
M1,M1,0.9000478109,1.0262226389
M2,D,0.8717390483,1.0395060975
M1,M2,0.7478433532,1.1082239169
M2,N,0.8890515250,1.0358814702
M2,P1,0.8946598370,1.0293879273
M2,P2,0.9156244428,1.0190181600
M2,M2,0.8974487836,1.0276421119
M2,M1,0.8540401897,1.0528242681
