Prey / Predator,D,N,P1,P2,M1,M2
D,0.7685904434,0.5785299972,0.6918020544,0.8230208756,0.7029332280,0.8066206065
N,0.8158010026,0.8036272890,0.7673741350,0.8323836223,0.8205552252,0.7782061261
P1,0.6999416933,0.8444854148,0.7721352557,0.7169955473,0.7547396348,0.6415681428
P2,0.8927531856,0.7746474560,0.8281152338,0.7896714716,0.8522774639,0.7214260542
M1,0.6958216463,0.7811050370,0.7167837803,0.6490214607,0.7805715028,0.5341038615
M2,0.8981566166,0.8386696770,0.8508999810,0.7613519291,0.8560629044,0.7812833067
