prey,predator,prey_payoff,predator_payoff
D,D,1.1153300771,0.8472346793
N,N,1.1146280267,0.8275751930
P1,P1,1.1230075508,0.8396206550
D,M2,1.1252141613,0.8483377519
D,M1,1.1514229640,0.8348042617
N,M2,1.0756147660,0.8384650378
N,P2,1.0978185681,0.8316958691
D,P1,1.1413764596,0.8389335780
D,P2,1.1377949860,0.8433647554
P1,N,1.1469615859,0.8344405518
N,M1,1.0868881326,0.8359163644
P1,D,1.0821991759,0.8520440201
N,P1,1.0658409724,0.8423046779
D,N,1.1424225961,0.8434081576
N,D,1.0614935370,0.8409573369
P1,P2,1.1067902544,0.8481835321
P1,M2,1.0773078498,0.8587184723
P2,P2,1.1162818403,0.8315326767
P1,M1,1.1376997730,0.8347336893
P2,D,1.0824207308,0.8402948779
M1,M1,1.1199531368,0.8354333714
P2,M2,1.0992302437,0.8371157662
M1,P1,1.1035024303,0.8407619369
P2,M1,1.1051605238,0.8341536353
P2,N,1.1189038052,0.8325562574
M1,D,1.0695423808,0.8519210047
M1,N,1.1328354946,0.8323931508
M1,P2,1.0766097586,0.8540263734
M2,D,1.0958046972,0.8402557007
P2,P1,1.0989351235,0.8360620600
M2,N,1.1330253909,0.8346069727
M1,M2,1.0465235653,0.8643895150
M2,M2,1.1192721177,0.8357583870
M2,P2,1.1344326035,0.8306836620
M2,P1,1.1094752704,0.8379850770
M2,M1,1.1095293330,0.8379339685
