prey,predator,prey_payoff,predator_payoff
D,D,0.8817317634,1.0396355275
D,P1,0.8637890900,1.0510340800
D,P2,0.9093805184,1.0295632974
D,N,0.8819684005,1.0457089207
D,M1,0.8803287839,1.0419437047
D,M2,0.8977130232,1.0357190622
N,N,0.9311741594,1.0024046553
N,D,0.6605534210,1.1465863385
N,P1,0.8575208000,1.0415415919
N,P2,0.9076090339,1.0149257098
N,M1,0.8952406023,1.0216584779
N,M2,0.8707569065,1.0342218534
P1,P1,0.9060655807,1.0243400923
P1,D,0.8838394037,1.0345092058
P1,N,0.9509073144,1.0043913038
P1,P2,0.9298130109,1.0146088009
P1,M1,0.9144721476,1.0207525811
P1,M2,0.9116165431,1.0236396346
P2,D,0.8467481393,1.0499390878
P2,N,0.9203658565,1.0130098599
P2,P2,0.9124102785,1.0152585047
P2,P1,0.8438478594,1.0520189284
P2,M1,0.8961132976,1.0239998932
P2,M2,0.8899680046,1.0257917183
M1,D,0.8783293751,1.0346606251
M1,N,0.9265332056,1.0127327903
M1,P1,0.8896296828,1.0287616418
M1,P2,0.9163872261,1.0182153968
M1,M1,0.9098653770,1.0194699934
M2,D,0.8512349349,1.0502537808
M1,M2,0.8733946906,1.0401845472
M2,N,0.9449107706,1.0045217434
M2,P1,0.8935535378,1.0281356718
M2,P2,0.9174353857,1.0163211949
M2,M2,0.9082758159,1.0203186161
M2,M1,0.7757355185,1.0933815287
