prey,predator,prey_payoff,predator_payoff
D,D,1.1026829520,0.8520559230
N,N,1.1080863221,0.8281159699
P1,P1,1.1172831881,0.8409597961
D,M2,1.1021622653,0.8547341289
N,M2,1.0877775400,0.8323399423
D,P1,1.0901531605,0.8563022092
N,P2,1.0972654490,0.8310786064
D,P2,1.1202651143,0.8475787336
D,M1,1.1003195150,0.8524559165
N,P1,1.0787826447,0.8358760150
P1,D,1.0630524819,0.8570507334
N,M1,1.0872205755,0.8349125577
P1,N,1.1532899748,0.8298813457
N,D,1.0627628277,0.8396427660
D,N,1.1289399058,0.8440699957
P1,P2,1.1385412243,0.8349047071
P1,M2,1.1178765660,0.8416808917
P1,M1,1.1290966344,0.8374479171
P2,P2,1.1117650341,0.8324589238
P2,D,1.0801692688,0.8408649989
M1,M1,1.1156291006,0.8363229368
P2,N,1.1249128096,0.8282007048
M1,N,1.1384116078,0.8282824162
P2,M2,1.0793911285,0.8426817089
M1,D,1.0502586281,0.8570906529
P2,M1,1.0891860885,0.8393108023
M1,P1,1.0841215545,0.8461404734
M1,P2,1.1183355961,0.8362540987
M2,D,1.0936464171,0.8407741849
M2,N,1.1393188803,0.8299872924
P2,P1,1.0733627930,0.8441445166
M1,M2,1.0798554429,0.8480708164
M2,M2,1.1134066536,0.8371149895
M2,P1,1.0932280547,0.8430832397
M2,P2,1.1257587589,0.8334235936
M2,M1,1.0901554079,0.8443946693
