prey,predator,prey_payoff,predator_payoff
D,D,1.1106917821,0.8488123270
N,N,1.1092352883,0.8289966703
P1,P1,1.1133748678,0.8430840606
N,P1,1.0590227886,0.8448972659
N,M1,1.0755219984,0.8401404603
N,M2,1.0695734827,0.8407265594
D,M2,1.1265698614,0.8472645620
D,P2,1.1391641777,0.8423259056
D,P1,1.1297422528,0.8432654018
D,M1,1.1397671995,0.8392530541
N,P2,1.0873128197,0.8356527077
P1,D,1.0868281829,0.8506893726
P1,N,1.1452691703,0.8343622848
D,N,1.1538908871,0.8379109288
N,D,1.0524849863,0.8445124623
P1,P2,1.1230236514,0.8414081318
P1,M1,1.1249094898,0.8393020113
P1,M2,1.0990224706,0.8498400861
P2,P2,1.1074910194,0.8348233964
P2,D,1.0798995484,0.8413634768
M1,M1,1.1106056258,0.8388613724
P2,N,1.1184933994,0.8320664785
P2,M1,1.0897286782,0.8400168002
P2,M2,1.0911121339,0.8401363033
P2,P1,1.0855472246,0.8410359119
M1,D,1.0738928631,0.8506423706
M1,N,1.1323998472,0.8319250285
M1,P1,1.0949817538,0.8438819409
M1,P2,1.0978814642,0.8451627270
M2,D,1.0932659461,0.8413228349
M2,N,1.1314028702,0.8344906904
M1,M2,1.0721685743,0.8538714751
M2,M2,1.1102018110,0.8390853772
M2,P1,1.0937928782,0.8437652974
M2,P2,1.1223683676,0.8350986868
M2,M1,1.0881120166,0.8457929686
