prey,predator,prey_payoff,predator_payoff
D,D,1.0906986842,0.8551531508
N,N,1.1280964916,0.8219156677
P1,P1,1.1217120352,0.8394309333
D,P2,1.0971904384,0.8591857772
D,M2,1.0810163329,0.8659440363
D,M1,1.1365407908,0.8392732362
P1,D,1.0142012128,0.8728630747
N,M2,1.0848312588,0.8350401383
N,M1,1.0938961799,0.8338994372
N,P2,1.1036941496,0.8299887248
D,P1,1.1297098126,0.8419059619
P1,N,1.1494738784,0.8333523158
N,P1,1.0754632723,0.8387927431
N,D,1.0578663656,0.8406825071
D,N,1.0534938395,0.8804893805
P1,P2,0.9738098529,0.8989915363
P1,M2,0.9551804099,0.9047253225
P1,M1,1.1362319957,0.8349855608
P2,P2,1.1149114629,0.8313937268
P2,D,1.0822815563,0.8402408307
M1,M1,1.1189201848,0.8351419930
P2,N,1.1058152747,0.8378137373
P2,M1,1.1208272336,0.8284088659
M1,D,1.0020953102,0.8728628405
P2,M2,1.0968051081,0.8369779166
M1,N,1.1196017528,0.8376560899
M1,P1,1.1011703507,0.8405834084
M1,P2,0.9563322331,0.9001527209
M2,D,1.0955627710,0.8402335934
M2,N,1.1355917857,0.8334861021
P2,P1,1.1117298304,0.8311607562
M1,M2,0.9535119540,0.8990395616
M2,M2,1.1176592319,0.8357104774
M2,P1,1.1257176081,0.8321026872
M2,P2,1.1324394328,0.8311588896
M2,M1,1.1309096921,0.8306624899
