prey,predator,prey_payoff,predator_payoff
D,D,1.1314520127,0.8422053513
N,N,1.1700063352,0.8056851524
P1,P1,1.1378128124,0.8354766534
N,M2,1.1032094672,0.8299092733
D,M2,1.1248183450,0.8508625817
D,P1,1.1612453861,0.8320537125
D,P2,1.1375123735,0.8455419037
D,M1,1.1695056663,0.8286131879
N,M1,1.1155250215,0.8268479128
P1,N,1.2133471134,0.8093984399
N,P2,1.1250419685,0.8228577758
P1,D,1.1184827612,0.8406430420
N,P1,1.0939369234,0.8338487202
D,N,1.2143664205,0.8181613374
N,D,1.1112204744,0.8210809487
P1,P2,1.0530971118,0.8717727935
P1,M2,1.0196294260,0.8842359522
P2,P2,1.1305980775,0.8272027025
P1,M1,1.1536574052,0.8300597474
P2,D,1.1092684214,0.8328299339
M1,M1,1.1347741811,0.8310686540
P2,N,1.1842804253,0.8083404749
P2,M2,1.1154848500,0.8323026657
M1,D,1.1049482815,0.8407460420
M1,P2,1.0201725503,0.8791020132
M1,N,1.1986791967,0.8083377467
P2,M1,1.1476571950,0.8193676042
M1,P1,1.1198824103,0.8360750169
M2,D,1.1229238474,0.8328124698
M2,N,1.1989657416,0.8093982119
P2,P1,1.1434406951,0.8204095469
M1,M2,0.9914533963,0.8890682935
M2,M2,1.1336188439,0.8316169135
M2,P1,1.1524858806,0.8233050268
M2,P2,1.1497129790,0.8260910607
M2,M1,1.1556538239,0.8227133308
